Year;Country;Performer;Song;Composers;Lyricists;Lyrics.length.category
2014;Georgia;The Shin and Mariko;Three Minutes To Earth;Zaza Miminoshvili;Eugen Eliu;Short
2014;Moldova;Cristina Scarlat;Wild Soul;Ivan Aculov;Lidia Scarlat;Very short
2015;Sweden;Måns Zelmerlöw;Heroes;Anton Hård af Segerstad,Joy Deb,Linnea Deb;Unknown;Long
2015;Russia;Polina Gagarina;A Million Voices;Gabriel Alares,Joakim Björnberg,Katrina Noorbergen,Leonid Gutkin,Vladimir Matetsky;Unknown;Middle
2015;Italy;Il Volo;Grande Amore;Ciro Esposito,Francesco Boccia;Unknown;Short
2015;Belgium;Loïc Nottet;Rhythm Inside;Loïc Nottet,Luuk Cox;Beverly Jo Scott;Long
2015;Australia;Guy Sebastian;Tonight Again;David Ryan Harris,Guy Sebastian,Louis Schoorl;Unknown;Very long
2015;Latvia;Aminata Savadogo;Love Injected;Aminata Savadogo;Unknown;Very short
2015;Estonia;Elina Born & Stig Rästa;Goodbye to Yesterday;Stig Rästa;Unknown;Long
2015;Norway;Mørland & Debrah Scarlett;A Monster Like Me;Kjetil Mørland;Unknown;Short
2015;Israel;Nadav Guedj;Golden Boy;Doron Medalie;Unknown;Long
2015;Serbia;Bojana Stamenov;Beauty Never Lies;Vladimir Graić;Charlie Mason;Short
2015;Georgia;Nina Sublatti;Warrior;Nina Sublatti,Thomas G:son;Nina Sublatti;Middle
2015;Azerbaijan;Elnur Hüseynov;Hour Of The Wolf;Lina Hansson,Nicklas Lif,Nicolas Rebscher;Lina Hansson,Nicklas Lif,Nicolas Rebscher,Sandra Bjurman;Middle
2015;Montenegro;Knez;Adio;Željko Joksimović;Dejan Ivanović,Marina Tucaković;Very short
2015;Slovenia;Maraaya;Here for You;Charlie Mason,Marjetka Vovk,Raay;Raay;Very long
2015;Romania;Voltaj;De La Capăt / All Over Again;Adrian M. Cristescu,Călin Gavril Goia,Gabi Porcus Constantin,Silviu-Marian Păduraru,Victor-Răzvan Alstani;Adrian M. Cristescu,Andrei-Madalin Leonte,Călin Gavril Goia,Gabi Porcus Constantin,Monica-Ana Stevens,Silviu-Marian Păduraru,Victor-Răzvan Alstani;Middle
2015;Armenia;Genealogy;Face The Shadow;Armen Martirosyan;Inna Mkrtchyan;Short
2015;Albania;Elhaida Dani;I'm Alive;Chris,Zzap;Sokol Marsi;Long
2015;Lithuania;Monika & Vaidas;This Time;Vytautas Bikus;Monika Liubinaitė;Short
2015;Greece;Maria Elena Kyriakou;One Last Breath;Efthivoulos Theocharous,Maria Elena Kyriakou;Evelina Tziora,Vaggelis Konstantinidis;Short
2015;Hungary;Boggie;Wars For Nothing;Áron Sebestyén,Boggie;Sára Hélène Bori;Short
2015;Spain;Edurne;Amanecer;Peter Boström,Thomas G:son,Tony Sánchez-Ohlsson;Unknown;Very short
2015;Cyprus;John Karayiannis;One Thing I Should Have Done;Mike Connaris;Unknown;Middle
2015;Poland;Monika Kuszyńska;In The Name Of Love;Kuba Raczyński;Monika Kuszyńska;Short
2015;United Kingdom;Electro Velvet;Still in Love with You;Adrian Bax White,David Mindel;Unknown;Very long
2015;France;Lisa Angell;N’oubliez pas;Michel Illouz,M. Albert;Laure Izon,M. Albert;Middle
2015;Austria;The Makemakes;I Am Yours;Dominic Muhrer,Florian Meindl,Jimmy Harry,Markus Christ;Unknown;Middle
2015;Germany;Ann Sophie;Black Smoke;Ella McMahon,Michael Harwood,Tonino Speciale;Unknown;Very long
2015;Moldova;Eduard Romanyuta;I Want Your Love;Erik Lewander,Hayley Aitken,Tom Andrews;Unknown;Very long
2015;Malta;Amber;Warrior;Elton Zarb;Matt Mercieca;Middle
2015;Belarus;Uzari & Maimuna;Time;Yuri Navrotsky;Maimuna,Svetlana Geraskova;Middle
2015;Ireland;Molly Sterling;Playing With Numbers;Greg French,Molly Sterling;Greg French;Middle
2015;Denmark;Anti Social Media;The Way You Are;Chief 1,Remee;Unknown;Very long
2015;The Netherlands;Trijntje Oosterhuis;Walk Along;Tobias Karlsson;Anouk Teeuwe;Middle
2015;Czech Republic;Marta Jandová & Václav Noid Bárta;Hope Never Dies;Václav Noid Bárta;Tereza Šoralová;Short
2015;Macedonia;Daniel Kajmakoski;Autumn Leaves;Joacim Persson;Unknown;Middle
2015;Portugal;Leonor Andrade;Há um mar que nos Separa;Miguel Gameiro;Unknown;Very short
2015;Iceland;María Ólafsdóttir;Unbroken;Ásgeir Orri Ásgeirsson,Pálmi Ragnar Ásgeirsson,Sæþór Kristjánsson;Ásgeir Orri Ásgeirsson,María Ólafsdóttir,Pálmi Ragnar Ásgeirsson,Sæþór Kristjánsson;Long
2015;Finland;Pertti Kurikan Nimipäivät;Aina Mun Pitää;Kari Aalto,Pertti Kurikka,Sami Helle,Toni Välitalo;Unknown;Very short
2015;San Marino;Michele Perniola & Anita Simoncini;Chain Of Lights;Ralph Siegel;John O'Flynn;Very long
2015;Switzerland;Mélanie René;Time To Shine;Mélanie René;Unknown;Long
2016;Ukraine;Jamala;1944;Jamala;Unknown;Short
2016;Australia;Dami Im;Sound of Silence;Anthony Egizii,David Musumeci;Unknown;Long
2016;Russia;Sergey Lazarev;You Are the Only One;Dimitris Kontopoulos,Philipp Kirkorov;John Ballard,Ralph Charlie;Very long
2016;Bulgaria;Poli Genova;If Love Was a Crime;Borislav Milanov,Joacim Persson,Sebastian Arman;Borislav Milanov,Joacim Persson,Poli Genova,Sebastian Arman;Long
2016;Sweden;Frans;If I Were Sorry;Frans Jeppsson Wall,Fredrik Andersson,Michael Saxell,Oscar Fogelström;Unknown;Very long
2016;France;Amir;J'ai Cherché;Amir Haddad,Johan Errami,Nazim Khaled;Amir Haddad,Nazim Khaled;Very long
2016;Armenia;Iveta Mukuchyan;LoveWave;Levon Navasardyan,Lilith Navasardyan;Iveta Mukuchyan,Stephanie Crutchfield;Middle
2016;Poland;Michał Szpak;Color of Your Life;Andy Palmer;Kamil Varen;Middle
2016;Lithuania;Donny Montell;I've Been Waiting for This Night;Beatrice Robertsson,Jonas Thander;Unknown;Long
2016;Belgium;Laura Tesoro;What's the Pressure;Louis Favre,Sanne Putseys,Yannick Werther;Birsen Uçar,Sanne Putseys;Long
2016;The Netherlands;Douwe Bob;Slow Down;Douwe Bob Posthuma,Jan Peter Hoekstra,Jeroen Overman,Matthijs van Duijvenbode;Douwe Bob Posthuma,Jan Peter Hoekstra,Jeroen Overman;Middle
2016;Malta;Ira Losco;Walk on Water;Ira Losco,Lisa Desmond,Molly Pettersson Hammar,Tim Larsson,Tobias Lundgren;Unknown;Middle
2016;Austria;Zoë;Loin d'ici;Christof Straub,Zoë Straub;Unknown;Long
2016;Israel;Hovi Star;Made of Stars;Doron Medalie;Unknown;Middle
2016;Latvia;Justs;Heartbeat;Aminata Savadogo;Unknown;Middle
2016;Italy;Francesca Michielin;No Degree of Separation;Cheope,Fabio Gargiulo,Federica Abbate;Federica Abbate,Francesca Michielin,Norma Jean Martine;Middle
2016;Azerbaijan;Samra;Miracle;Amir Aly,Henrik Wikström,Jakke Erixson;Unknown;Long
2016;Serbia;Sanja Vučić ZAA;Goodbye (Shelter);Ivana Peters;Unknown;Long
2016;Hungary;Freddie;Pioneer;Zé Szabó;Borbála Csarnai;Middle
2016;Georgia;Nika Kocharov & Young Georgian Lolitaz;Midnight Gold;Kote Kalandadze,Thomas G:son;Kote Kalandadze;Short
2016;Cyprus;Minus One;Alter Ego;Antonis Loizides,Chris J,Constantinos Amerikanos,François Micheletto,Harrys Pari,Thomas G:son;Unknown;Very long
2016;Spain;Barei;Say Yay!;Barei,Rubén Villanueva,Víctor Púa;Unknown;Very long
2016;Croatia;Nina Kraljić;Lighthouse;Andreas Grass,Nikola Paryla;Unknown;Middle
2016;United Kingdom;Joe & Jake;You're Not Alone;Justin J. Benson,Matt Schwartz,S. Kanes;Unknown;Long
2016;Czech Republic;Gabriela Gunčíková;I Stand;Christian Schneider,Sara Biglert;Aidan O'Connor,Sara Biglert;Short
2016;Germany;Jamie-Lee Kriewitz;Ghost;Anna Leyne,Conrad Hensel,Thomas Burchia;Anna Leyne;Very long
2016;Bosnia and Herzegovina;Dalal & Deen feat. Ana Rucner & Jala;Ljubav Je;Almir Ajanović;Almir Ajanović,Jasmin Fazlić;Middle
2016;Macedonia;Kaliopi;Dona;Romeo Grill;Kaliopi;Short
2016;Belarus;Ivan;Help You Fly;Viktor Drobysh;Alexander Ivanov,Mary Susan Applegate,Timofei Leontiev;Short
2016;San Marino;Serhat;I Didn't Know;Olcayto Ahmet Tuğsuz;Nektarios Tyrakis;Long
2016;Norway;Agnete;Icebreaker;Agnete Kristin Johnsen,Gabriel Alares,Ian Curnow;Unknown;Middle
2016;Montenegro;Highway;The Real Thing;Luka Vojvodić,Maro Market,Srđan Sekulović Skansi;Srđan Sekulović Skansi;Short
2016;Slovenia;ManuElla;Blue and Red;Manuela Brečko,Marjan Hvala;Leon Oblak;Short
2016;Iceland;Greta Salóme;Hear Them Calling;Greta Salóme Stefánsdóttir;Unknown;Middle
2016;Finland;Sandhja;Sing It Away;Markus Savijoki,Milos Rosas,Petri Matara,Sandhja Kuivalainen;Heikki Korhonen,Markus Savijoki,Milos Rosas,Petri Matara,Sandhja Kuivalainen;Long
2016;Ireland;Nicky Byrne;Sunlight;Nicky Byrne,Ronan Hardiman,Wayne Hector;Molly Sterling,Nicky Byrne,Ronan Hardiman,Wayne Hector;Very long
2016;Albania;Eneda Tarifa;Fairytale;Olsa Toqi;Unknown;Short
2016;Greece;Argo;Utopian Land;Vladimiros Sofianidis;Unknown;Long
2016;Denmark;Lighthouse X;Soldiers of Love;Daniel Lund Jørgensen,Johannes Nymark,Katrine Klith Andersen,Martin Skriver,Sebastian F. Ovens,Søren Bregendal;Unknown;Very long
2016;Moldova;Lidia Isac;Falling Stars;Ellen Berg,Gabriel Alares,Leonid Gutkin,Sebastian Lestapier;Unknown;Middle
2016;Switzerland;Rykka;The Last of Our Kind;Jeff Dawson,Mike James,Rykka,Warne Livesey;Unknown;Long
2016;Estonia;Jüri Pootsmann;Play;Fred Krieger,Stig Rästa,Vallo Kikas;Unknown;Long
2017;Portugal;Salvador Sobral;Amar Pelos Dois;Luísa Sobral;Unknown;Very short
2017;Bulgaria;Kristian Kostov;Beautiful Mess;Alex Omar,Alexander V. Blay,Borislav Milanov,Joacim Persson,Sebastian Arman;Unknown;Middle
2017;Moldova;Sunstroke Project;Hey Mamma;Anton Ragoza,Mihail Cebotarenco,Sergei Yalovitsky,Sergey Stepanov;Alina Galetskaya;Very long
2017;Belgium;Blanche;City Lights;Emmanuel Delcourt,Pierre Dumoulin;Ellie Delvaux,Pierre Dumoulin;Middle
2017;Sweden;Robin Bengtsson;I Can't Go On;David Kreuger,K-One,Robin Stjernberg;Unknown;Long
2017;Italy;Francesco Gabbani;Occidentali's Karma;Fabio Ilacqua,Francesco Gabbani,Luca Chiaravalli;Unknown;Long
2017;Romania;Ilinca feat. Alex Florea;Yodel It!;Mihai Alexandru;Alexa Niculae;Very long
2017;Hungary;Joci Pápai;Origo;József Pápai;Unknown;Very long
2017;Australia;Isaiah Firebrace;Don't Come Easy;Anthony Egizii,David Musumeci,Michael Angelo;Unknown;Middle
2017;Norway;Jowst;Grab the Moment;Joakim With Steen;Jonas McDonnell;Very long
2017;The Netherlands;OG3NE;Lights And Shadows;Rick Vol,Rory de Kievit;Rick Vol;Very long
2017;France;Alma;Requiem;Nazim Khaled;Alexandra Maquet,Nazim Khaled;Very long
2017;Croatia;Jacques Houdek;My Friend;Jacques Houdek,Siniša Reljić,Tony Malm;Arjana Kunštek,Fabrizio Laucella,Ines Prajo,Jacques Houdek;Short
2017;Azerbaijan;Dihaj;Skeletons;Isa Melikov;Sandra Bjurman;Very long
2017;United Kingdom;Lucie Jones;Never Give Up on You;Daniel Salcedo,Emmelie de Forest,Lawrie Martin;Unknown;Very long
2017;Austria;Nathan Trent;Running On Air;Bernhard Penzias,Nathan Trent;Unknown;Very long
2017;Belarus;Naviband;Historyja Majho Zyccia;Arciom Lukjanienka;Unknown;Very short
2017;Armenia;Artsvik;Fly With Me;Levon Navasardyan,Lilith Navasardyan;Avet Barseghyan,David Tserunyan;Short
2017;Greece;Demy;This is Love;Dimitris Kontopoulos;John Ballard,Romy Papadea;Middle
2017;Denmark;Anja;Where I Am;Angel Tupai,Anja Nissen,Michael D'Arcy;Unknown;Very long
2017;Cyprus;Hovig;Gravity;Thomas G:son;Unknown;Very long
2017;Poland;Kasia Moś;Flashlight;Kasia Moś,Pete Barringer,Rickard Bonde Truumeel;Unknown;Middle
2017;Israel;Imri Ziv;I Feel Alive;Dolev Ram,Penn Hazut;Unknown;Middle
2017;Ukraine;O.Torvald;Time;Denys Myzyuk,Yevhen Halych,Zhenia Galych;Yevhen Kamenchuk;Short
2017;Germany;Levina;Perfect Life;Dave Bassett,Lindsey Ray,Lindy Robbins;Unknown;Long
2017;Spain;Manel Navarro;Do It for Your Lover;Antonio Rayo,Manel Navarro;Unknown;Long
2017;Georgia;Tamara Gachechiladze;Keep The Faith;Anri Jokhadze;Tamara Gachechiladze;Middle
2017;Serbia;Tijana Bogićević;In Too Deep;Borislav Milanov,Joacim Persson,Johan Alkenäs,Lisa Desmond;Unknown;Long
2017;Switzerland;Timebelle;Apollo;Alessandra Günthardt,Elias Näslin,Nicolas Günthardt;Unknown;Very long
2017;Finland;Norma John;Blackbird;Lasse Piirainen,Leena Tirronen;Unknown;Short
2017;Ireland;Brendan Murray;Dying To Try;James Newman,Jörgen Elofsson;Unknown;Short
2017;Estonia;Koit Toome & Laura;Verona;Sven Lõhmus;Unknown;Middle
2017;Czech Republic;Martina Bárta;My Turn;Greig Watts,Kyler Niko,Paul Drew,Pete Barringer;Unknown;Long
2017;Albania;Lindita;World;Klodian Qafoku;Big Basta,Lindita Halimi;Short
2017;Macedonia;Jana Burčeska;Dance Alone;Alex Omar,Borislav Milanov,Florence A.,Joacim Persson;Unknown;Middle
2017;Iceland;Svala;Paper;Einar Egilsson,Lester Mendez,Lily Elise,Svala Björgvinsdóttir;Lily Elise,Svala Björgvinsdóttir;Middle
2017;Montenegro;Slavko Kalezić;Space;Momčilo Zeković Zeko;Adis Eminić,Iva Boršić,Momčilo Zeković Zeko;Middle
2017;Malta;Claudia Faniello;Breathlessly;Philip Vella,Sean Vella;Gerard James Borg;Short
2017;Lithuania;Fusedmarc;Rain Of Revolution;CIILIIA,Denis Zujev,Michail Levin;Denis Zujev,Michail Levin;Middle
2017;Slovenia;Omar Naber;On My Way;Omar Naber;Unknown;Short
2017;Latvia;Triana Park;Line;Agnese Rakovska,Kristaps Ērglis,Kristians Rakovskis;Agnese Rakovska;Middle
2017;San Marino;Valentina Monetta & Jimmie Wilson;Spirit Of The Night;Ralph Siegel;Jutta Staudenmayer,Steven Barnacle;Very long
2018;Israel;Netta Barzilai;Toy;Doron Medalie,Jack White,Stav Beger;Doron Medalie,Stav Beger;Very long
2018;Cyprus;Eleni Foureira;Fuego;Alex Papaconstantinou,Anderz Wrethov,Didrick,Geraldo Sandell,Viktor Svensson;Anderz Wrethov,Didrick,Geraldo Sandell,Viktor Svensson;Long
2018;Austria;Cesár Sampson;Nobody But You;Borislav Milanov,Cesár Sampson,Joacim Persson,Johan Alkenäs,Sebastian Arman;Unknown;Long
2018;Germany;Michael Schulte;You Let Me Walk Alone;Katharina Müller,Michael Schulte,Nisse Ingwersen,Thomas Stengaard;Unknown;Long
2018;Italy;Ermal Meta & Fabrizio Moro;Non Mi Avete Fatto Niente;Andrea Febo,Ermal Meta,Fabrizio Moro;Unknown;Very long
2018;Czech Republic;Mikolas Josef;Lie To Me;Mikolas Josef;Unknown;Very long
2018;Sweden;Benjamin Ingrosso;Dance You Off;Benjamin Ingrosso,K Nita,Louis Schoorl,MAG;Unknown;Very long
2018;Estonia;Elina Nechayeva;La Forza;Mihkel Mattisen,Timo Vendt;Elina Nechayeva,Ksenia Kuchukova;Very short
2018;Denmark;Rasmussen;Higher Ground;Karl Eurén,Niclas Arn;Unknown;Middle
2018;Moldova;DoReDos;My Lucky Day;Philipp Kirkorov;John Ballard;Long
2018;Albania;Eugent Bushpepa;Mall;Eugent Bushpepa;Unknown;Long
2018;Lithuania;Ieva Zasimauskaitė;When We're Old;Vytautas Bikus;Unknown;Middle
2018;France;Madame Monsieur;Mercy;Émilie Satt,Jean-Karl Lucas;Unknown;Middle
2018;Bulgaria;Equinox;Bones;Borislav Milanov,Brandon Treyshun Campbell,Dag Lundberg,Joacim Persson;Unknown;Short
2018;Norway;Alexander Rybak;That's How You Write a Song;Alexander Rybak;Unknown;Long
2018;Ireland;Ryan O'Shaughnessy;Together;Laura Elizabeth Hughes,Mark Caplice,Ryan O'Shaughnessy;Unknown;Middle
2018;Ukraine;Mélovin;Under the Ladder;Kostyantýn Mykoláyovych Bocharóv;Mike Ryals;Long
2018;The Netherlands;Waylon;Outlaw In 'Em;Ilya Toshinskiy,Jim Beaver,Waylon;Unknown;Long
2018;Serbia;Sanja Ilić & Balkanika;Nova Deca;Aleksandar Ilić,Tatjana Karajanov Ilić;Danica Krstajić;Short
2018;Australia;Jessica Mauboy;We Got Love;Anthony Egizii,David Musumeci,Jessica Mauboy;Anthony Egizii,David Musumeci;Long
2018;Hungary;AWS;Viszlát Nyár;Áron Veress,Bence Brucker,Dániel Kökényes,Soma Schiszler;Örs Siklósi;Very short
2018;Slovenia;Lea Sirk;Hvala, ne!;Lea Sirk,Tomy DeClerque;Lea Sirk;Long
2018;Spain;Amaia & Alfred;Tu Canción;Raúl Gómez García,Sylvia Ruth Santoro López;Unknown;Short
2018;United Kingdom;SuRie;Storm;Gil Lewis,Nicole Blair,Sean Hargreaves;Unknown;Middle
2018;Finland;Saara Aalto;Monsters;Joy Deb,Ki Fitzgerald,Linnea Deb,Saara Aalto;Unknown;Long
2018;Portugal;Cláudia Pascoal;O Jardim;Isaura;Unknown;Very short
2018;Romania;The Humans;Goodbye;Alexandru Mihai Matei,Alin Neagoe;Cristina Caramarcu;Short
2018;Latvia;Laura Rizzotto;Funny Girl;Laura Rizzotto;Unknown;Very long
2018;Malta;Christabelle;Taboo;Johnny Sanchez,Thomas G:son;Christabelle,Muxu;Very long
2018;Azerbaijan;Aisel;X My Heart;Dimitris Kontopoulos;Sandra Bjurman;Long
2018;Belgium;Sennek;A Matter of Time;Alex Callier,Maxime Tribeche,Laura Groeseneken;Unknown;Long
2018;Switzerland;Zibbz;Stones;Corinne Gfeller,Laurell Barker,Stefan Gfeller;Corinne Gfeller,Laurell Barker;Very long
2018;Poland;Gromee feat. Lukas Meijer;Light Me Up;Christian Rabb,Andrzej Gromala,Lukas Meijer,Mahan Moin;Unknown;Middle
2018;Greece;Yianna Terzi;Oniro Mou;Aris Kalimeris,Dimitris Stamatiou,Mihalis Papathanasiou,Yianna Terzi;Unknown;Short
2018;Armenia;Sevak Khanagyan;Qami;Sevak Khanagyan;Anna Danielyan,Viktorya Maloyan;Middle
2018;Russia;Julia Samoylova;I Won't Break;Arie Burshtein,Leonid Gutkin,Netta Nimrodi;Unknown;Middle
2018;Belarus;Alekseev;Forever;Kirill Pavlov;Yevgeny Matyushenko;Long
2018;Croatia;Franka;Crazy;Branimir Mihaljević;Franka Batelić Corluka;Middle
2018;Montenegro;Vanja Radovanović;Inje;Vanja Radovanović;Unknown;Very short
2018;San Marino;Jessika feat. Jenifer Brening;Who We Are;Christof Straub,Lorenzo Salvatori,Mathias Strasser,Zoë Straub;Unknown;Very long
2018;Georgia;Ethno-Jazz Band Iriao;For You;David Malazonia,Mikheil Mdinaradze;Irina Sanikidze;Very short
2018;Macedonia;Eye Cue;Lost And Found;Bojan Trajkovski,Darko Dimitrov;Bojan Trajkovski;Long
2018;Iceland;Ari Ólafsson;Our Choice;Thorunn Clausen;Unknown;Middle
2019;The Netherlands;Duncan Laurence;Arcade;Duncan de Moor,Joel Sjöö,Wouter Hardy;Unknown;Short
2019;Italy;Mahmood;Soldi;Charlie Charles,Dario Faini,Mahmood;Unknown;Very long
2019;Russia;Sergey Lazarev;Scream;Dimitris Kontopoulos,Philipp Kirkorov;Sharon Vaughn;Short
2019;Switzerland;Luca Hänni;She Got Me;Frazer Mac,Jon Hällgren,Laurell Barker,Luca Hänni,Lukas Hällgren;Unknown;Very long
2019;Sweden;John Lundvik;Too Late for Love;Anderz Wrethov,Andreas Johansson,John Lundvik;Unknown;Very long
2019;Norway;KEiiNO;Spirit in the Sky;Alex Olsson,Alexandra Rotan,Fred Buljo,Henrik Tala,Rûdiger Schramm,Tom Hugo Hermansen;Unknown;Long
2019;Macedonia;Tamara Todevska;Proud;Darko Dimitrov,Lazar Cvetkoski,Robert Bilbilov;Unknown;Middle
2019;Azerbaijan;Chingiz;Truth;Borislav Milanov,Chingiz,Hostess,Bo J,Pablo Dinero,Trey Campbell;Borislav Milanov,Chingiz,Hostess,Bo J,Trey Campbell;Long
2019;Australia;Kate Miller-Heidke;Zero Gravity;Kate Miller-Heidke,Keir Nuttall;Unknown;Very short
2019;Iceland;Hatari;Hatrið mun sigra;Einar Hrafn Stefánsson,Klemens Nikulásson Hannigan,Matthías Tryggvi Haraldsson;Unknown;Short
2019;Czech Republic;Lake Malawi;Friend of a Friend;Albert Černý,Jan Steinsdörfer,Mikołaj Trybulec;Unknown;Very long
2019;Denmark;Leonora;Love Is Forever;Emil Lei,Lise Cabble,Melanie Wehbe;Unknown;Very long
2019;Cyprus;Tamta;Replay;Albin Nedler,Alex Papaconstantinou,Teddy Sky,Kristofer Fogelmark,Viktor Svensson;Unknown;Middle
2019;Malta;Michela Pace;Chameleon;Borislav Milanov,Joacim Persson,Johan Alkenäs,Paula Winger;Unknown;Long
2019;Slovenia;Zala Kralj & Gašper Šantl;Sebi;Gašper Šantl,Zala Kralj;Unknown;Middle
2019;France;Bilal Hassani;Roi;Émilie Satt,Jean-Karl Lucas;Unknown;Very long
2019;Albania;Jonida Maliqi;Ktheju Tokës;Eriona Rushiti;Unknown;Very short
2019;Serbia;Nevena Božović;Kruna;Nevena Božović;Unknown;Very short
2019;San Marino;Serhat;Say Na Na Na;Serhat;Mary Susan Applegate,Serhat;Very long
2019;Estonia;Victor Crone;Storm;Sebastian Lestapier,Stig Rästa,Vallo Kikas,Victor Crone;Fred Krieger,Stig Rästa,Victor Crone;Long
2019;Greece;Katerine Duska;Better Love;David Sneddon,Katerine Duska,Leon of Athens;David Sneddon,Katerine Duska;Middle
2019;Spain;Miki;La Venda;Adrià Salas;Unknown;Middle
2019;Israel;Kobi Marimi;Home;Inbar Weitzman,Ohad Shargai;Unknown;Short
2019;Belarus;Zena;Like It;Viktor Drobysh,Yulia Kireeva;Yulia Kireeva;Very long
2019;Germany;S!sters;Sister;Laurell Barker,Marine Kaltenbacher,Thomas Stengaard,Tom Oehler;Unknown;Long
2019;United Kingdom;Michael Rice;Bigger Than Us;Anna-Klara Folin,John Lundvik,Jonas Thander,Laurell Barker;Unknown;Long
2019;Poland;Tulia;Pali się;Nadia Dalin;Allan Rich,Jud Friedman,Sonia Krasny;Middle
2019;Hungary;Joci Pápai;Az én apám;Ferenc Molnár,Joci Pápai;Ferenc Molnár;Short
2019;Lithuania;Jurij Veklenko;Run with the Lions;Ashley Hicklin,Eric Lumiere,Pele Loriano;Unknown;Long
2019;Moldova;Anna Odobescu;Stay;Georgios Kalpakidis,Jeppe Reil,Maria Broberg,Thomas Reil;Unknown;Short
2019;Belgium;Eliot;Wake Up;Pierre Dumoulin;Unknown;Short
2019;Romania;Ester Peony;On a Sunday;Alexandru Șerbu,Ester Alexandra Crețu;Ioana Victoria Badea;Middle
2019;Georgia;Oto Nemsadze;Keep on Going;Roman Giorgadze;Diana Giorgadze;Very short
2019;Croatia;Roko;The Dream;Jacques Houdek;Andrea Čubrić,Charlie Mason,Jacques Houdek;Very short
2019;Portugal;Conan Osíris;Telemóveis;Conan Osíris;Unknown;Short
2019;Latvia;Carousel;That Night;Mārcis Vasiļevskis;Sabīne Žuga;Short
2019;Armenia;Srbuk;Walking Out;Lost Capital,Tokionine;Garik Papoyan;Very long
2019;Montenegro;D mol;Heaven;Dejan Božović;Adis Eminić;Middle
2019;Finland;Darude feat. Sebastian Rejman;Look Away;Ville Virtanen,Sebastian Rejman;Unknown;Middle
2019;Austria;Pænda;Limits;Pænda;Unknown;Middle
2019;Ireland;Sarah McTernan;22;Janieck Devy,Misha,Roel Rats;Unknown;Long
2021;Lithuania;The Roop;Discoteque;Unknown;Unknown;Unknown
2021;Slovenia;Ana Sokli�;Amen;Unknown;Unknown;Unknown
2021;Russia;Manizha;Russian Woman;Unknown;Unknown;Unknown
2021;Sweden;Tusse;Voices;Unknown;Unknown;Unknown
2021;Australia;Montaigne;Technicolour;Unknown;Unknown;Unknown
2021;Macedonia;Vasil;Here I Stand;Unknown;Unknown;Unknown
2021;Ireland;Lesley Roy;Maps;Unknown;Unknown;Unknown
2021;Cyprus;Elena Tsagrinou;El Diablo;Unknown;Unknown;Unknown
2021;Norway;TIX;Fallen Angel;Unknown;Unknown;Unknown
2021;Croatia;Albina;Tick-Tock;Unknown;Unknown;Unknown
2021;Belgium;Hooverphonic;The Wrong Place;Unknown;Unknown;Unknown
2021;Israel;Eden Alene;Set Me Free;Unknown;Unknown;Unknown
2021;Romania;Roxen;Amnesia;Unknown;Unknown;Unknown
2021;Azerbaijan;Efendi;Mata Hari;Unknown;Unknown;Unknown
2021;Ukraine;Go_A;Shum;Unknown;Unknown;Unknown
2021;Malta;Destiny;Je me casse;Unknown;Unknown;Unknown
2021;San Marino;Senhit;Adrenalina;Unknown;Unknown;Unknown
2021;Estonia;Uku Suviste;The Lucky One;Unknown;Unknown;Unknown
2021;Czech Republic;Benny Cristo;omaga;Unknown;Unknown;Unknown
2021;Greece;Stefania;Last Dance;Unknown;Unknown;Unknown
2021;Austria;Vincent Bueno;Amen;Unknown;Unknown;Unknown
2021;Poland;Rafa�;The Ride;Unknown;Unknown;Unknown
2021;Moldova;Natalia Gordienko;Sugar;Unknown;Unknown;Unknown
2021;Iceland;Da<U+00F0>i og Gagnamagni<U+00F0>;10 Years;Unknown;Unknown;Unknown
2021;Serbia;Hurricane;Loco Loco;Unknown;Unknown;Unknown
2021;Georgia;Tornike Kipiani;You;Unknown;Unknown;Unknown
2021;Albania;Anxhela Peristeri;Karma;Unknown;Unknown;Unknown
2021;Portugal;The Black Mamba;Love Is on My Side;Unknown;Unknown;Unknown
2021;Bulgaria;Victoria;Growing Up Is Getting Old;Unknown;Unknown;Unknown
2021;Finland;Blind Channel;Dark Side;Unknown;Unknown;Unknown
2021;Latvia;Samanta Tina;The Moon Is Rising;Unknown;Unknown;Unknown
2021;Switzerland;Gjon's Tears;Tout l'univers;Unknown;Unknown;Unknown
2021;Denmark;Fyr & Flamme;Ove os pa hinanden;Unknown;Unknown;Unknown
2021;United Kingdom;James Newman;Embers;Unknown;Unknown;Unknown
2021;Spain;Blas Cant�;Voy a quedarme;Unknown;Unknown;Unknown
2021;Germany;Jendrik;I Don't Feel Hate;Unknown;Unknown;Unknown
2021;France;Barbara Pravi;Voila;Unknown;Unknown;Unknown
2021;The Netherlands;Jeangu Macrooy;Birth of a New Age;Unknown;Unknown;Unknown
2021;Italy;Maneskin;Zitti e buoni;Unknown;Unknown;Unknown
2006;Serbia and Montenegro;Unknown;Unknown;Unknown;Unknown;Unknown
