ID;Year;Which contest;Edition;Jury or televoting;From;To;Points;Is duplicate
524;1976;f;1976f;J;Luxembourg;Austria;5;0
525;1976;f;1976f;J;Luxembourg;Belgium;0;0
526;1976;f;1976f;J;Luxembourg;Finland;0;0
527;1976;f;1976f;J;Luxembourg;France;10;0
528;1976;f;1976f;J;Luxembourg;Germany;2;0
529;1976;f;1976f;J;Luxembourg;Greece;0;0
530;1976;f;1976f;J;Luxembourg;Ireland;3;0
531;1976;f;1976f;J;Luxembourg;Israel;7;0
532;1976;f;1976f;J;Luxembourg;Italy;0;0
533;1976;f;1976f;J;Luxembourg;Luxembourg;0;1
534;1976;f;1976f;J;Luxembourg;Monaco;12;0
535;1976;f;1976f;J;Luxembourg;Norway;0;0
536;1976;f;1976f;J;Luxembourg;Portugal;6;0
537;1976;f;1976f;J;Luxembourg;Spain;0;0
538;1976;f;1976f;J;Luxembourg;Switzerland;1;0
539;1976;f;1976f;J;Luxembourg;Netherlands;4;0
540;1976;f;1976f;J;Luxembourg;United Kingdom;8;0
541;1976;f;1976f;J;Luxembourg;Yugoslavia;0;0
542;1976;f;1976f;J;Monaco;Austria;5;0
543;1976;f;1976f;J;Monaco;Belgium;8;0
544;1976;f;1976f;J;Monaco;Finland;7;0
545;1976;f;1976f;J;Monaco;France;12;0
546;1976;f;1976f;J;Monaco;Germany;0;0
547;1976;f;1976f;J;Monaco;Greece;0;0
548;1976;f;1976f;J;Monaco;Ireland;6;0
549;1976;f;1976f;J;Monaco;Israel;1;0
550;1976;f;1976f;J;Monaco;Italy;0;0
551;1976;f;1976f;J;Monaco;Luxembourg;0;0
552;1976;f;1976f;J;Monaco;Monaco;0;1
553;1976;f;1976f;J;Monaco;Norway;0;0
554;1976;f;1976f;J;Monaco;Portugal;0;0
555;1976;f;1976f;J;Monaco;Spain;3;0
556;1976;f;1976f;J;Monaco;Switzerland;4;0
557;1976;f;1976f;J;Monaco;Netherlands;2;0
558;1976;f;1976f;J;Monaco;United Kingdom;10;0
559;1976;f;1976f;J;Monaco;Yugoslavia;0;0
560;1976;f;1976f;J;Norway;Austria;2;0
561;1976;f;1976f;J;Norway;Belgium;6;0
562;1976;f;1976f;J;Norway;Finland;4;0
563;1976;f;1976f;J;Norway;France;8;0
564;1976;f;1976f;J;Norway;Germany;0;0
565;1976;f;1976f;J;Norway;Greece;0;0
566;1976;f;1976f;J;Norway;Ireland;0;0
567;1976;f;1976f;J;Norway;Israel;7;0
568;1976;f;1976f;J;Norway;Italy;3;0
569;1976;f;1976f;J;Norway;Luxembourg;0;0
570;1976;f;1976f;J;Norway;Monaco;5;0
571;1976;f;1976f;J;Norway;Norway;0;1
572;1976;f;1976f;J;Norway;Portugal;0;0
573;1976;f;1976f;J;Norway;Spain;0;0
574;1976;f;1976f;J;Norway;Switzerland;10;0
575;1976;f;1976f;J;Norway;Netherlands;1;0
576;1976;f;1976f;J;Norway;United Kingdom;12;0
577;1976;f;1976f;J;Norway;Yugoslavia;0;0
578;1976;f;1976f;J;Portugal;Austria;0;0
579;1976;f;1976f;J;Portugal;Belgium;8;0
580;1976;f;1976f;J;Portugal;Finland;0;0
581;1976;f;1976f;J;Portugal;France;5;0
582;1976;f;1976f;J;Portugal;Germany;0;0
583;1976;f;1976f;J;Portugal;Greece;1;0
584;1976;f;1976f;J;Portugal;Ireland;0;0
585;1976;f;1976f;J;Portugal;Israel;2;0
586;1976;f;1976f;J;Portugal;Italy;10;0
587;1976;f;1976f;J;Portugal;Luxembourg;0;0
588;1976;f;1976f;J;Portugal;Monaco;3;0
589;1976;f;1976f;J;Portugal;Norway;4;0
590;1976;f;1976f;J;Portugal;Portugal;0;1
591;1976;f;1976f;J;Portugal;Spain;0;0
592;1976;f;1976f;J;Portugal;Switzerland;7;0
593;1976;f;1976f;J;Portugal;Netherlands;6;0
594;1976;f;1976f;J;Portugal;United Kingdom;12;0
595;1976;f;1976f;J;Portugal;Yugoslavia;0;0
596;1976;f;1976f;J;Spain;Austria;8;0
597;1976;f;1976f;J;Spain;Belgium;0;0
598;1976;f;1976f;J;Spain;Finland;6;0
599;1976;f;1976f;J;Spain;France;10;0
600;1976;f;1976f;J;Spain;Germany;2;0
601;1976;f;1976f;J;Spain;Greece;0;0
602;1976;f;1976f;J;Spain;Ireland;5;0
603;1976;f;1976f;J;Spain;Israel;1;0
604;1976;f;1976f;J;Spain;Italy;0;0
605;1976;f;1976f;J;Spain;Luxembourg;0;0
606;1976;f;1976f;J;Spain;Monaco;7;0
607;1976;f;1976f;J;Spain;Norway;0;0
608;1976;f;1976f;J;Spain;Portugal;0;0
609;1976;f;1976f;J;Spain;Spain;0;1
610;1976;f;1976f;J;Spain;Switzerland;4;0
611;1976;f;1976f;J;Spain;Netherlands;3;0
612;1976;f;1976f;J;Spain;United Kingdom;12;0
613;1976;f;1976f;J;Spain;Yugoslavia;0;0
614;1976;f;1976f;J;Switzerland;Austria;3;0
615;1976;f;1976f;J;Switzerland;Belgium;6;0
616;1976;f;1976f;J;Switzerland;Finland;0;0
617;1976;f;1976f;J;Switzerland;France;10;0
618;1976;f;1976f;J;Switzerland;Germany;2;0
619;1976;f;1976f;J;Switzerland;Greece;0;0
620;1976;f;1976f;J;Switzerland;Ireland;0;0
621;1976;f;1976f;J;Switzerland;Israel;7;0
622;1976;f;1976f;J;Switzerland;Italy;8;0
623;1976;f;1976f;J;Switzerland;Luxembourg;0;0
624;1976;f;1976f;J;Switzerland;Monaco;5;0
625;1976;f;1976f;J;Switzerland;Norway;0;0
626;1976;f;1976f;J;Switzerland;Portugal;0;0
627;1976;f;1976f;J;Switzerland;Spain;0;0
628;1976;f;1976f;J;Switzerland;Switzerland;0;1
629;1976;f;1976f;J;Switzerland;Netherlands;4;0
630;1976;f;1976f;J;Switzerland;United Kingdom;12;0
631;1976;f;1976f;J;Switzerland;Yugoslavia;1;0
632;1976;f;1976f;J;Netherlands;Austria;7;0
633;1976;f;1976f;J;Netherlands;Belgium;4;0
634;1976;f;1976f;J;Netherlands;Finland;1;0
635;1976;f;1976f;J;Netherlands;France;12;0
636;1976;f;1976f;J;Netherlands;Germany;0;0
637;1976;f;1976f;J;Netherlands;Greece;0;0
638;1976;f;1976f;J;Netherlands;Ireland;0;0
639;1976;f;1976f;J;Netherlands;Israel;2;0
640;1976;f;1976f;J;Netherlands;Italy;0;0
641;1976;f;1976f;J;Netherlands;Luxembourg;5;0
642;1976;f;1976f;J;Netherlands;Monaco;8;0
643;1976;f;1976f;J;Netherlands;Norway;3;0
644;1976;f;1976f;J;Netherlands;Portugal;0;0
645;1976;f;1976f;J;Netherlands;Spain;0;0
646;1976;f;1976f;J;Netherlands;Switzerland;6;0
647;1976;f;1976f;J;Netherlands;Netherlands;0;1
648;1976;f;1976f;J;Netherlands;United Kingdom;10;0
649;1976;f;1976f;J;Netherlands;Yugoslavia;0;0
650;1976;f;1976f;J;United Kingdom;Austria;4;0
651;1976;f;1976f;J;United Kingdom;Belgium;7;0
652;1976;f;1976f;J;United Kingdom;Finland;2;0
653;1976;f;1976f;J;United Kingdom;France;8;0
654;1976;f;1976f;J;United Kingdom;Germany;0;0
655;1976;f;1976f;J;United Kingdom;Greece;0;0
656;1976;f;1976f;J;United Kingdom;Ireland;10;0
657;1976;f;1976f;J;United Kingdom;Israel;6;0
658;1976;f;1976f;J;United Kingdom;Italy;1;0
659;1976;f;1976f;J;United Kingdom;Luxembourg;0;0
660;1976;f;1976f;J;United Kingdom;Monaco;5;0
661;1976;f;1976f;J;United Kingdom;Norway;0;0
662;1976;f;1976f;J;United Kingdom;Portugal;0;0
663;1976;f;1976f;J;United Kingdom;Spain;3;0
664;1976;f;1976f;J;United Kingdom;Switzerland;12;0
665;1976;f;1976f;J;United Kingdom;Netherlands;0;0
666;1976;f;1976f;J;United Kingdom;United Kingdom;0;1
667;1976;f;1976f;J;United Kingdom;Yugoslavia;0;0
668;1976;f;1976f;J;Yugoslavia;Austria;2;0
669;1976;f;1976f;J;Yugoslavia;Belgium;0;0
670;1976;f;1976f;J;Yugoslavia;Finland;0;0
671;1976;f;1976f;J;Yugoslavia;France;12;0
672;1976;f;1976f;J;Yugoslavia;Germany;3;0
673;1976;f;1976f;J;Yugoslavia;Greece;0;0
674;1976;f;1976f;J;Yugoslavia;Ireland;1;0
675;1976;f;1976f;J;Yugoslavia;Israel;8;0
676;1976;f;1976f;J;Yugoslavia;Italy;6;0
677;1976;f;1976f;J;Yugoslavia;Luxembourg;0;0
678;1976;f;1976f;J;Yugoslavia;Monaco;4;0
679;1976;f;1976f;J;Yugoslavia;Norway;0;0
680;1976;f;1976f;J;Yugoslavia;Portugal;0;0
681;1976;f;1976f;J;Yugoslavia;Spain;0;0
682;1976;f;1976f;J;Yugoslavia;Switzerland;7;0
683;1976;f;1976f;J;Yugoslavia;Netherlands;5;0
684;1976;f;1976f;J;Yugoslavia;United Kingdom;10;0
685;1976;f;1976f;J;Yugoslavia;Yugoslavia;0;1
686;1977;f;1977f;J;Austria;Austria;0;1
687;1977;f;1977f;J;Austria;Belgium;0;0
688;1977;f;1977f;J;Austria;Finland;6;0
689;1977;f;1977f;J;Austria;France;7;0
690;1977;f;1977f;J;Austria;Germany;2;0
691;1977;f;1977f;J;Austria;Greece;4;0
692;1977;f;1977f;J;Austria;Ireland;5;0
693;1977;f;1977f;J;Austria;Israel;3;0
694;1977;f;1977f;J;Austria;Italy;0;0
695;1977;f;1977f;J;Austria;Luxembourg;0;0
696;1977;f;1977f;J;Austria;Monaco;8;0
697;1977;f;1977f;J;Austria;Norway;0;0
698;1977;f;1977f;J;Austria;Portugal;0;0
699;1977;f;1977f;J;Austria;Spain;1;0
700;1977;f;1977f;J;Austria;Sweden;0;0
701;1977;f;1977f;J;Austria;Switzerland;10;0
702;1977;f;1977f;J;Austria;Netherlands;0;0
703;1977;f;1977f;J;Austria;United Kingdom;12;0
704;1977;f;1977f;J;Belgium;Austria;0;0
705;1977;f;1977f;J;Belgium;Belgium;0;1
706;1977;f;1977f;J;Belgium;Finland;0;0
707;1977;f;1977f;J;Belgium;France;4;0
708;1977;f;1977f;J;Belgium;Germany;0;0
709;1977;f;1977f;J;Belgium;Greece;6;0
710;1977;f;1977f;J;Belgium;Ireland;3;0
711;1977;f;1977f;J;Belgium;Israel;1;0
712;1977;f;1977f;J;Belgium;Italy;0;0
713;1977;f;1977f;J;Belgium;Luxembourg;0;0
714;1977;f;1977f;J;Belgium;Monaco;2;0
715;1977;f;1977f;J;Belgium;Norway;5;0
716;1977;f;1977f;J;Belgium;Portugal;0;0
717;1977;f;1977f;J;Belgium;Spain;7;0
718;1977;f;1977f;J;Belgium;Sweden;0;0
719;1977;f;1977f;J;Belgium;Switzerland;8;0
720;1977;f;1977f;J;Belgium;Netherlands;10;0
721;1977;f;1977f;J;Belgium;United Kingdom;12;0
722;1977;f;1977f;J;Finland;Austria;1;0
723;1977;f;1977f;J;Finland;Belgium;3;0
724;1977;f;1977f;J;Finland;Finland;0;1
725;1977;f;1977f;J;Finland;France;12;0
726;1977;f;1977f;J;Finland;Germany;0;0
727;1977;f;1977f;J;Finland;Greece;6;0
728;1977;f;1977f;J;Finland;Ireland;0;0
729;1977;f;1977f;J;Finland;Israel;0;0
730;1977;f;1977f;J;Finland;Italy;2;0
731;1977;f;1977f;J;Finland;Luxembourg;8;0
732;1977;f;1977f;J;Finland;Monaco;5;0
733;1977;f;1977f;J;Finland;Norway;0;0
734;1977;f;1977f;J;Finland;Portugal;0;0
735;1977;f;1977f;J;Finland;Spain;7;0
736;1977;f;1977f;J;Finland;Sweden;0;0
737;1977;f;1977f;J;Finland;Switzerland;10;0
738;1977;f;1977f;J;Finland;Netherlands;0;0
739;1977;f;1977f;J;Finland;United Kingdom;4;0
740;1977;f;1977f;J;France;Austria;0;0
741;1977;f;1977f;J;France;Belgium;0;0
742;1977;f;1977f;J;France;Finland;4;0
743;1977;f;1977f;J;France;France;0;1
744;1977;f;1977f;J;France;Germany;1;0
745;1977;f;1977f;J;France;Greece;3;0
746;1977;f;1977f;J;France;Ireland;10;0
747;1977;f;1977f;J;France;Israel;2;0
748;1977;f;1977f;J;France;Italy;7;0
749;1977;f;1977f;J;France;Luxembourg;0;0
750;1977;f;1977f;J;France;Monaco;5;0
751;1977;f;1977f;J;France;Norway;0;0
752;1977;f;1977f;J;France;Portugal;6;0
753;1977;f;1977f;J;France;Spain;0;0
754;1977;f;1977f;J;France;Sweden;0;0
755;1977;f;1977f;J;France;Switzerland;0;0
756;1977;f;1977f;J;France;Netherlands;8;0
757;1977;f;1977f;J;France;United Kingdom;12;0
758;1977;f;1977f;J;Germany;Austria;0;0
759;1977;f;1977f;J;Germany;Belgium;8;0
760;1977;f;1977f;J;Germany;Finland;0;0
761;1977;f;1977f;J;Germany;France;12;0
762;1977;f;1977f;J;Germany;Germany;0;1
763;1977;f;1977f;J;Germany;Greece;4;0
764;1977;f;1977f;J;Germany;Ireland;5;0
765;1977;f;1977f;J;Germany;Israel;0;0
766;1977;f;1977f;J;Germany;Italy;3;0
767;1977;f;1977f;J;Germany;Luxembourg;0;0
768;1977;f;1977f;J;Germany;Monaco;6;0
769;1977;f;1977f;J;Germany;Norway;0;0
770;1977;f;1977f;J;Germany;Portugal;1;0
771;1977;f;1977f;J;Germany;Spain;7;0
772;1977;f;1977f;J;Germany;Sweden;2;0
773;1977;f;1977f;J;Germany;Switzerland;0;0
774;1977;f;1977f;J;Germany;Netherlands;0;0
775;1977;f;1977f;J;Germany;United Kingdom;10;0
776;1977;f;1977f;J;Greece;Austria;3;0
777;1977;f;1977f;J;Greece;Belgium;5;0
778;1977;f;1977f;J;Greece;Finland;2;0
779;1977;f;1977f;J;Greece;France;7;0
780;1977;f;1977f;J;Greece;Germany;8;0
781;1977;f;1977f;J;Greece;Greece;0;1
782;1977;f;1977f;J;Greece;Ireland;10;0
783;1977;f;1977f;J;Greece;Israel;0;0
784;1977;f;1977f;J;Greece;Italy;0;0
785;1977;f;1977f;J;Greece;Luxembourg;0;0
786;1977;f;1977f;J;Greece;Monaco;12;0
787;1977;f;1977f;J;Greece;Norway;0;0
788;1977;f;1977f;J;Greece;Portugal;0;0
789;1977;f;1977f;J;Greece;Spain;4;0
790;1977;f;1977f;J;Greece;Sweden;0;0
791;1977;f;1977f;J;Greece;Switzerland;6;0
792;1977;f;1977f;J;Greece;Netherlands;1;0
793;1977;f;1977f;J;Greece;United Kingdom;0;0
794;1977;f;1977f;J;Ireland;Austria;0;0
795;1977;f;1977f;J;Ireland;Belgium;4;0
796;1977;f;1977f;J;Ireland;Finland;12;0
797;1977;f;1977f;J;Ireland;France;10;0
798;1977;f;1977f;J;Ireland;Germany;1;0
799;1977;f;1977f;J;Ireland;Greece;0;0
800;1977;f;1977f;J;Ireland;Ireland;0;1
801;1977;f;1977f;J;Ireland;Israel;7;0
802;1977;f;1977f;J;Ireland;Italy;8;0
803;1977;f;1977f;J;Ireland;Luxembourg;2;0
804;1977;f;1977f;J;Ireland;Monaco;5;0
805;1977;f;1977f;J;Ireland;Norway;0;0
806;1977;f;1977f;J;Ireland;Portugal;0;0
807;1977;f;1977f;J;Ireland;Spain;0;0
808;1977;f;1977f;J;Ireland;Sweden;0;0
809;1977;f;1977f;J;Ireland;Switzerland;6;0
810;1977;f;1977f;J;Ireland;Netherlands;3;0
811;1977;f;1977f;J;Ireland;United Kingdom;0;0
812;1977;f;1977f;J;Israel;Austria;0;0
813;1977;f;1977f;J;Israel;Belgium;6;0
814;1977;f;1977f;J;Israel;Finland;7;0
815;1977;f;1977f;J;Israel;France;10;0
816;1977;f;1977f;J;Israel;Germany;5;0
817;1977;f;1977f;J;Israel;Greece;3;0
818;1977;f;1977f;J;Israel;Ireland;12;0
819;1977;f;1977f;J;Israel;Israel;0;1
820;1977;f;1977f;J;Israel;Italy;0;0
821;1977;f;1977f;J;Israel;Luxembourg;0;0
822;1977;f;1977f;J;Israel;Monaco;2;0
823;1977;f;1977f;J;Israel;Norway;0;0
824;1977;f;1977f;J;Israel;Portugal;0;0
825;1977;f;1977f;J;Israel;Spain;0;0
826;1977;f;1977f;J;Israel;Sweden;0;0
827;1977;f;1977f;J;Israel;Switzerland;4;0
828;1977;f;1977f;J;Israel;Netherlands;1;0
829;1977;f;1977f;J;Israel;United Kingdom;8;0
830;1977;f;1977f;J;Italy;Austria;0;0
831;1977;f;1977f;J;Italy;Belgium;0;0
832;1977;f;1977f;J;Italy;Finland;0;0
833;1977;f;1977f;J;Italy;France;10;0
834;1977;f;1977f;J;Italy;Germany;6;0
835;1977;f;1977f;J;Italy;Greece;1;0
836;1977;f;1977f;J;Italy;Ireland;8;0
837;1977;f;1977f;J;Italy;Israel;0;0
838;1977;f;1977f;J;Italy;Italy;0;1
839;1977;f;1977f;J;Italy;Luxembourg;0;0
840;1977;f;1977f;J;Italy;Monaco;12;0
841;1977;f;1977f;J;Italy;Norway;5;0
842;1977;f;1977f;J;Italy;Portugal;3;0
843;1977;f;1977f;J;Italy;Spain;7;0
844;1977;f;1977f;J;Italy;Sweden;0;0
845;1977;f;1977f;J;Italy;Switzerland;4;0
846;1977;f;1977f;J;Italy;Netherlands;0;0
847;1977;f;1977f;J;Italy;United Kingdom;2;0
848;1977;f;1977f;J;Luxembourg;Austria;0;0
849;1977;f;1977f;J;Luxembourg;Belgium;4;0
850;1977;f;1977f;J;Luxembourg;Finland;0;0
851;1977;f;1977f;J;Luxembourg;France;10;0
852;1977;f;1977f;J;Luxembourg;Germany;2;0
853;1977;f;1977f;J;Luxembourg;Greece;6;0
854;1977;f;1977f;J;Luxembourg;Ireland;8;0
855;1977;f;1977f;J;Luxembourg;Israel;0;0
856;1977;f;1977f;J;Luxembourg;Italy;0;0
857;1977;f;1977f;J;Luxembourg;Luxembourg;0;1
858;1977;f;1977f;J;Luxembourg;Monaco;1;0
859;1977;f;1977f;J;Luxembourg;Norway;3;0
860;1977;f;1977f;J;Luxembourg;Portugal;0;0
861;1977;f;1977f;J;Luxembourg;Spain;7;0
862;1977;f;1977f;J;Luxembourg;Sweden;0;0
863;1977;f;1977f;J;Luxembourg;Switzerland;5;0
864;1977;f;1977f;J;Luxembourg;Netherlands;0;0
865;1977;f;1977f;J;Luxembourg;United Kingdom;12;0
866;1977;f;1977f;J;Monaco;Austria;5;0
867;1977;f;1977f;J;Monaco;Belgium;0;0
868;1977;f;1977f;J;Monaco;Finland;0;0
869;1977;f;1977f;J;Monaco;France;4;0
870;1977;f;1977f;J;Monaco;Germany;1;0
871;1977;f;1977f;J;Monaco;Greece;10;0
872;1977;f;1977f;J;Monaco;Ireland;8;0
873;1977;f;1977f;J;Monaco;Israel;7;0
874;1977;f;1977f;J;Monaco;Italy;6;0
875;1977;f;1977f;J;Monaco;Luxembourg;0;0
876;1977;f;1977f;J;Monaco;Monaco;0;1
877;1977;f;1977f;J;Monaco;Norway;0;0
878;1977;f;1977f;J;Monaco;Portugal;2;0
879;1977;f;1977f;J;Monaco;Spain;0;0
880;1977;f;1977f;J;Monaco;Sweden;0;0
881;1977;f;1977f;J;Monaco;Switzerland;0;0
882;1977;f;1977f;J;Monaco;Netherlands;3;0
883;1977;f;1977f;J;Monaco;United Kingdom;12;0
884;1977;f;1977f;J;Norway;Austria;2;0
885;1977;f;1977f;J;Norway;Belgium;6;0
886;1977;f;1977f;J;Norway;Finland;8;0
887;1977;f;1977f;J;Norway;France;3;0
888;1977;f;1977f;J;Norway;Germany;0;0
889;1977;f;1977f;J;Norway;Greece;4;0
890;1977;f;1977f;J;Norway;Ireland;12;0
891;1977;f;1977f;J;Norway;Israel;5;0
892;1977;f;1977f;J;Norway;Italy;0;0
893;1977;f;1977f;J;Norway;Luxembourg;0;0
894;1977;f;1977f;J;Norway;Monaco;1;0
895;1977;f;1977f;J;Norway;Norway;0;1
896;1977;f;1977f;J;Norway;Portugal;0;0
897;1977;f;1977f;J;Norway;Spain;0;0
898;1977;f;1977f;J;Norway;Sweden;0;0
899;1977;f;1977f;J;Norway;Switzerland;10;0
900;1977;f;1977f;J;Norway;Netherlands;0;0
901;1977;f;1977f;J;Norway;United Kingdom;7;0
902;1977;f;1977f;J;Portugal;Austria;0;0
903;1977;f;1977f;J;Portugal;Belgium;7;0
904;1977;f;1977f;J;Portugal;Finland;0;0
905;1977;f;1977f;J;Portugal;France;5;0
906;1977;f;1977f;J;Portugal;Germany;8;0
907;1977;f;1977f;J;Portugal;Greece;10;0
908;1977;f;1977f;J;Portugal;Ireland;1;0
909;1977;f;1977f;J;Portugal;Israel;0;0
910;1977;f;1977f;J;Portugal;Italy;3;0
911;1977;f;1977f;J;Portugal;Luxembourg;0;0
912;1977;f;1977f;J;Portugal;Monaco;6;0
913;1977;f;1977f;J;Portugal;Norway;2;0
914;1977;f;1977f;J;Portugal;Portugal;0;1
915;1977;f;1977f;J;Portugal;Spain;0;0
916;1977;f;1977f;J;Portugal;Sweden;0;0
917;1977;f;1977f;J;Portugal;Switzerland;4;0
918;1977;f;1977f;J;Portugal;Netherlands;0;0
919;1977;f;1977f;J;Portugal;United Kingdom;12;0
920;1977;f;1977f;J;Spain;Austria;0;0
921;1977;f;1977f;J;Spain;Belgium;0;0
922;1977;f;1977f;J;Spain;Finland;0;0
923;1977;f;1977f;J;Spain;France;10;0
924;1977;f;1977f;J;Spain;Germany;5;0
925;1977;f;1977f;J;Spain;Greece;12;0
926;1977;f;1977f;J;Spain;Ireland;4;0
927;1977;f;1977f;J;Spain;Israel;6;0
928;1977;f;1977f;J;Spain;Italy;2;0
929;1977;f;1977f;J;Spain;Luxembourg;7;0
930;1977;f;1977f;J;Spain;Monaco;8;0
931;1977;f;1977f;J;Spain;Norway;0;0
932;1977;f;1977f;J;Spain;Portugal;0;0
933;1977;f;1977f;J;Spain;Spain;0;1
934;1977;f;1977f;J;Spain;Sweden;0;0
935;1977;f;1977f;J;Spain;Switzerland;0;0
936;1977;f;1977f;J;Spain;Netherlands;1;0
937;1977;f;1977f;J;Spain;United Kingdom;3;0
938;1977;f;1977f;J;Sweden;Austria;0;0
939;1977;f;1977f;J;Sweden;Belgium;4;0
940;1977;f;1977f;J;Sweden;Finland;2;0
941;1977;f;1977f;J;Sweden;France;6;0
942;1977;f;1977f;J;Sweden;Germany;5;0
943;1977;f;1977f;J;Sweden;Greece;7;0
944;1977;f;1977f;J;Sweden;Ireland;12;0
945;1977;f;1977f;J;Sweden;Israel;3;0
946;1977;f;1977f;J;Sweden;Italy;0;0
947;1977;f;1977f;J;Sweden;Luxembourg;0;0
948;1977;f;1977f;J;Sweden;Monaco;10;0
949;1977;f;1977f;J;Sweden;Norway;1;0
950;1977;f;1977f;J;Sweden;Portugal;0;0
951;1977;f;1977f;J;Sweden;Spain;0;0
952;1977;f;1977f;J;Sweden;Sweden;0;1
953;1977;f;1977f;J;Sweden;Switzerland;0;0
954;1977;f;1977f;J;Sweden;Netherlands;0;0
955;1977;f;1977f;J;Sweden;United Kingdom;8;0
956;1977;f;1977f;J;Switzerland;Austria;0;0
957;1977;f;1977f;J;Switzerland;Belgium;0;0
958;1977;f;1977f;J;Switzerland;Finland;5;0
959;1977;f;1977f;J;Switzerland;France;12;0
960;1977;f;1977f;J;Switzerland;Germany;0;0
961;1977;f;1977f;J;Switzerland;Greece;1;0
962;1977;f;1977f;J;Switzerland;Ireland;8;0
963;1977;f;1977f;J;Switzerland;Israel;10;0
964;1977;f;1977f;J;Switzerland;Italy;2;0
965;1977;f;1977f;J;Switzerland;Luxembourg;0;0
966;1977;f;1977f;J;Switzerland;Monaco;6;0
967;1977;f;1977f;J;Switzerland;Norway;0;0
968;1977;f;1977f;J;Switzerland;Portugal;4;0
969;1977;f;1977f;J;Switzerland;Spain;3;0
970;1977;f;1977f;J;Switzerland;Sweden;0;0
971;1977;f;1977f;J;Switzerland;Switzerland;0;1
972;1977;f;1977f;J;Switzerland;Netherlands;7;0
973;1977;f;1977f;J;Switzerland;United Kingdom;0;0
974;1977;f;1977f;J;Netherlands;Austria;0;0
975;1977;f;1977f;J;Netherlands;Belgium;12;0
976;1977;f;1977f;J;Netherlands;Finland;4;0
977;1977;f;1977f;J;Netherlands;France;8;0
978;1977;f;1977f;J;Netherlands;Germany;3;0
979;1977;f;1977f;J;Netherlands;Greece;10;0
980;1977;f;1977f;J;Netherlands;Ireland;1;0
981;1977;f;1977f;J;Netherlands;Israel;5;0
982;1977;f;1977f;J;Netherlands;Italy;0;0
983;1977;f;1977f;J;Netherlands;Luxembourg;0;0
984;1977;f;1977f;J;Netherlands;Monaco;0;0
985;1977;f;1977f;J;Netherlands;Norway;0;0
986;1977;f;1977f;J;Netherlands;Portugal;2;0
987;1977;f;1977f;J;Netherlands;Spain;6;0
988;1977;f;1977f;J;Netherlands;Sweden;0;0
989;1977;f;1977f;J;Netherlands;Switzerland;0;0
990;1977;f;1977f;J;Netherlands;Netherlands;0;1
991;1977;f;1977f;J;Netherlands;United Kingdom;7;0
992;1977;f;1977f;J;United Kingdom;Austria;0;0
993;1977;f;1977f;J;United Kingdom;Belgium;10;0
994;1977;f;1977f;J;United Kingdom;Finland;0;0
995;1977;f;1977f;J;United Kingdom;France;6;0
996;1977;f;1977f;J;United Kingdom;Germany;8;0
997;1977;f;1977f;J;United Kingdom;Greece;5;0
998;1977;f;1977f;J;United Kingdom;Ireland;12;0
999;1977;f;1977f;J;United Kingdom;Israel;0;0
1000;1977;f;1977f;J;United Kingdom;Italy;0;0
1001;1977;f;1977f;J;United Kingdom;Luxembourg;0;0
1002;1977;f;1977f;J;United Kingdom;Monaco;7;0
1003;1977;f;1977f;J;United Kingdom;Norway;2;0
1004;1977;f;1977f;J;United Kingdom;Portugal;0;0
1005;1977;f;1977f;J;United Kingdom;Spain;3;0
1006;1977;f;1977f;J;United Kingdom;Sweden;0;0
1007;1977;f;1977f;J;United Kingdom;Switzerland;4;0
1008;1977;f;1977f;J;United Kingdom;Netherlands;1;0
1009;1977;f;1977f;J;United Kingdom;United Kingdom;0;1
1010;1978;f;1978f;J;Austria;Austria;0;1
1011;1978;f;1978f;J;Austria;Belgium;4;0
1012;1978;f;1978f;J;Austria;Denmark;2;0
1013;1978;f;1978f;J;Austria;Finland;0;0
1014;1978;f;1978f;J;Austria;France;12;0
1015;1978;f;1978f;J;Austria;Germany;0;0
1016;1978;f;1978f;J;Austria;Greece;3;0
1017;1978;f;1978f;J;Austria;Ireland;6;0
1018;1978;f;1978f;J;Austria;Israel;8;0
1019;1978;f;1978f;J;Austria;Italy;0;0
1020;1978;f;1978f;J;Austria;Luxembourg;0;0
1021;1978;f;1978f;J;Austria;Monaco;1;0
1022;1978;f;1978f;J;Austria;Norway;0;0
1023;1978;f;1978f;J;Austria;Portugal;0;0
1024;1978;f;1978f;J;Austria;Spain;7;0
1025;1978;f;1978f;J;Austria;Sweden;0;0
1026;1978;f;1978f;J;Austria;Switzerland;10;0
1027;1978;f;1978f;J;Austria;Netherlands;0;0
1028;1978;f;1978f;J;Austria;Turkey;0;0
1029;1978;f;1978f;J;Austria;United Kingdom;5;0
1030;1978;f;1978f;J;Belgium;Austria;0;0
1031;1978;f;1978f;J;Belgium;Belgium;0;1
1032;1978;f;1978f;J;Belgium;Denmark;0;0
1033;1978;f;1978f;J;Belgium;Finland;0;0
1034;1978;f;1978f;J;Belgium;France;8;0
1035;1978;f;1978f;J;Belgium;Germany;5;0
1036;1978;f;1978f;J;Belgium;Greece;0;0
1037;1978;f;1978f;J;Belgium;Ireland;10;0
1038;1978;f;1978f;J;Belgium;Israel;12;0
1039;1978;f;1978f;J;Belgium;Italy;1;0
1040;1978;f;1978f;J;Belgium;Luxembourg;3;0
1041;1978;f;1978f;J;Belgium;Monaco;6;0
1042;1978;f;1978f;J;Belgium;Norway;0;0
